id,filename,category,subcategory,asset_type,variant,orientation,state,reuse_scope,native_grid,source_scale,canvas_width,canvas_height,footprint_width_tiles,footprint_height_tiles,anchor,approval_status,qa_status,component_count,component_roles,tags,source,normalized_path,notes
hospital_wall_back_straight_02,hospital_wall_back_straight_02.png,architecture,wall_back,hospital_wall_back_straight,2,default,clean,hospital_only,32,8,32,52,1,1,wall_center,approved,pass,0,,architecture;wall;back;north;grid_32;B_v2,references/architecture/master_validation_v1/sources/rastalr_architecture_master_B_golden_room_v2.png,staging/pending/normalized/hospital_wall_back_straight_02.png,Batch 11; B v2 canonical north/back component c1.
hospital_wall_back_straight_03,hospital_wall_back_straight_03.png,architecture,wall_back,hospital_wall_back_straight,3,default,clean,hospital_only,32,8,32,52,1,1,wall_center,approved,pass,0,,architecture;wall;back;north;grid_32;B_v2,references/architecture/master_validation_v1/sources/rastalr_architecture_master_B_golden_room_v2.png,staging/pending/normalized/hospital_wall_back_straight_03.png,Batch 11; B v2 canonical north/back component c2.
hospital_wall_back_straight_04,hospital_wall_back_straight_04.png,architecture,wall_back,hospital_wall_back_straight,4,default,clean,hospital_only,32,8,32,52,1,1,wall_center,approved,pass,0,,architecture;wall;back;north;grid_32;B_v2,references/architecture/master_validation_v1/sources/rastalr_architecture_master_B_golden_room_v2.png,staging/pending/normalized/hospital_wall_back_straight_04.png,Batch 11; B v2 canonical north/back component c3.
hospital_wall_side_left_01,hospital_wall_side_left_01.png,architecture,wall_side,hospital_wall_side_left,1,default,clean,hospital_only,32,8,20,32,1,1,wall_center,approved,pass,0,,architecture;wall;side;west;left;grid_32;B_v2,references/architecture/master_validation_v1/sources/rastalr_architecture_master_B_golden_room_v2.png,staging/pending/normalized/hospital_wall_side_left_01.png,Batch 11; B v2 actual west/left shallow wall r0; not mirrored.
hospital_wall_side_left_02,hospital_wall_side_left_02.png,architecture,wall_side,hospital_wall_side_left,2,default,clean,hospital_only,32,8,20,32,1,1,wall_center,approved,pass,0,,architecture;wall;side;west;left;grid_32;B_v2,references/architecture/master_validation_v1/sources/rastalr_architecture_master_B_golden_room_v2.png,staging/pending/normalized/hospital_wall_side_left_02.png,Batch 11; B v2 actual west/left shallow wall r1; not mirrored.
hospital_wall_side_right_01,hospital_wall_side_right_01.png,architecture,wall_side,hospital_wall_side_right,1,default,clean,hospital_only,32,8,20,32,1,1,wall_center,approved,pass,0,,architecture;wall;side;east;right;grid_32;B_v2,references/architecture/master_validation_v1/sources/rastalr_architecture_master_B_golden_room_v2.png,staging/pending/normalized/hospital_wall_side_right_01.png,Batch 11; B v2 actual east/right shallow wall r0; not mirrored.
hospital_wall_side_right_02,hospital_wall_side_right_02.png,architecture,wall_side,hospital_wall_side_right,2,default,clean,hospital_only,32,8,20,32,1,1,wall_center,approved,pass,0,,architecture;wall;side;east;right;grid_32;B_v2,references/architecture/master_validation_v1/sources/rastalr_architecture_master_B_golden_room_v2.png,staging/pending/normalized/hospital_wall_side_right_02.png,Batch 11; B v2 actual east/right shallow wall r1; not mirrored.
humidifier_respiratory_unit_01,humidifier_respiratory_unit_01.png,icu,respiratory_support,humidifier_respiratory_unit,1,default,clean,hospital_only,32,8,41,61,1,1,bottom_center,approved,pass,0,,icu;humidifier;respiratory;oxygen;wheels,source/generated/incoming/rastalr_icu_02_respiratory_support.png,staging/pending/normalized/humidifier_respiratory_unit_01.png,Production batch 05; top-center respiratory-support sheet sprite.
icu_bedside_supply_unit_01,icu_bedside_supply_unit_01.png,icu,supplies,icu_bedside_supply_unit,1,default,clean,hospital_only,32,8,58,62,1,1,bottom_center,approved,pass,0,,icu;bedside;supply;unit;patient_support;wheels,source/generated/incoming/rastalr_icu_03_room_support.png,staging/pending/normalized/icu_bedside_supply_unit_01.png,Production batch 05; bottom-center room-support sheet sprite.
icu_bedside_terminal_01,icu_bedside_terminal_01.png,icu,computing,icu_bedside_terminal,1,default,clean,hospital_only,32,8,42,61,1,1,bottom_center,approved,pass,0,,icu;bedside;terminal;clinical;workstation;wheels,source/generated/incoming/rastalr_icu_01_critical_care_equipment.png,staging/pending/normalized/icu_bedside_terminal_01.png,Production batch 05; bottom-right critical-care-equipment sheet sprite.
icu_ceiling_equipment_boom_01,icu_ceiling_equipment_boom_01.png,icu,infrastructure,icu_ceiling_equipment_boom,1,default,clean,hospital_only,32,8,70,66,2,1,ceiling_center,approved,warning,0,,icu;ceiling;equipment_boom;infrastructure;monitoring,source/generated/incoming/rastalr_icu_03_room_support.png,staging/pending/normalized/icu_ceiling_equipment_boom_01.png,Production batch 05; top-left room-support sheet sprite. Ceiling-specific anchor uses the existing free-form anchor field.
icu_equipment_tower_01,icu_equipment_tower_01.png,icu,equipment_support,icu_equipment_tower,1,default,clean,hospital_only,32,8,38,58,1,1,bottom_center,approved,pass,0,,icu;equipment;tower;support;infusion;wheels,source/generated/incoming/rastalr_icu_01_critical_care_equipment.png,staging/pending/normalized/icu_equipment_tower_01.png,Production batch 05; bottom-center critical-care-equipment sheet sprite.
icu_isolation_supply_cart_01,icu_isolation_supply_cart_01.png,icu,isolation,icu_isolation_supply_cart,1,default,clean,hospital_only,32,8,49,75,1,1,bottom_center,approved,warning,0,,icu;isolation;supply;cart;hygiene;wheels,source/generated/incoming/rastalr_icu_03_room_support.png,staging/pending/normalized/icu_isolation_supply_cart_01.png,Production batch 05; top-right room-support sheet sprite.
icu_monitor_advanced_01,icu_monitor_advanced_01.png,icu,monitoring,icu_monitor_advanced,1,default,clean,hospital_only,32,8,40,61,1,1,bottom_center,approved,pass,0,,icu;monitor;advanced;vitals;waveform;wheels,source/generated/incoming/rastalr_icu_01_critical_care_equipment.png,staging/pending/normalized/icu_monitor_advanced_01.png,Production batch 05; top-left critical-care-equipment sheet sprite.
icu_overbed_medical_rail_01,icu_overbed_medical_rail_01.png,icu,patient_support,icu_overbed_medical_rail,1,default,clean,hospital_only,32,8,69,53,2,1,wall_center,approved,pass,0,,icu;overbed;medical_rail;wall;outlets;patient_support,source/generated/incoming/rastalr_icu_03_room_support.png,staging/pending/normalized/icu_overbed_medical_rail_01.png,Production batch 05; top-center room-support sheet sprite.
icu_storage_cabinet_01,icu_storage_cabinet_01.png,icu,storage,icu_storage_cabinet,1,default,clean,hospital_only,32,8,53,70,1,2,bottom_center,approved,warning,0,,icu;storage;cabinet;supplies;wheels,source/generated/incoming/rastalr_icu_03_room_support.png,staging/pending/normalized/icu_storage_cabinet_01.png,Production batch 05; bottom-left room-support sheet sprite.
icu_ventilator_advanced_01,icu_ventilator_advanced_01.png,icu,ventilation,icu_ventilator_advanced,1,default,clean,hospital_only,32,8,44,59,1,1,bottom_center,approved,pass,0,,icu;ventilator;advanced;respiratory;wheels,source/generated/incoming/rastalr_icu_01_critical_care_equipment.png,staging/pending/normalized/icu_ventilator_advanced_01.png,Production batch 05; bottom-left critical-care-equipment sheet sprite.
infusion_pump_stack_01,infusion_pump_stack_01.png,icu,infusion,infusion_pump_stack,1,default,clean,hospital_only,32,8,37,61,1,1,bottom_center,approved,pass,0,,icu;infusion_pump;stack;iv;wheels,source/generated/incoming/rastalr_icu_01_critical_care_equipment.png,staging/pending/normalized/infusion_pump_stack_01.png,Production batch 05; top-right critical-care-equipment sheet sprite.
instrument_trolley_01,instrument_trolley_01.png,examination,carts,instrument_trolley,1,default,clean,hospital_only,32,8,47,48,1,1,bottom_center,approved,pass,0,,instrument;trolley;medical;cart;wheels,source/generated/incoming/rastalr_exam_01_furniture.png,staging/pending/normalized/instrument_trolley_01.png,Production batch 03; bottom-right furniture sheet sprite.
iv_medication_storage_rack_01,iv_medication_storage_rack_01.png,pharmacy,iv_storage,iv_medication_storage_rack,1,default,clean,hospital_only,32,8,57,61,2,1,bottom_center,approved,warning,0,,pharmacy;iv;medication;storage;rack,source/generated/incoming/rastalr_pharmacy_03_distribution_support.png,staging/pending/normalized/iv_medication_storage_rack_01.png,Batch 10 final pharmacy sheet.
iv_stand_dual_01,iv_stand_dual_01.png,patient_rooms,patient_support,iv_stand_dual,1,default,clean,hospital_only,32,8,32,60,1,1,bottom_center,approved,pass,0,,iv;stand;dual;infusion;patient_support;wheels,source/generated/incoming/rastalr_prod_03_privacy_support.png,staging/pending/normalized/iv_stand_dual_01.png,Production batch 01; top-right privacy-support sheet sprite.
iv_stand_single_01,iv_stand_single_01.png,icu,patient_support,iv_stand_single,1,default,clean,hospital_only,32,8,33,64,1,1,bottom_center,approved,pass,0,,iv;stand;single;infusion;icu;patient_support,source/generated/incoming/pilot_batch_b_sheet.png,staging/pending/normalized/iv_stand_single_01.png,Pilot Batch B; top-center source-sheet sprite.
janitorial_cart_01,janitorial_cart_01.png,reception,cleaning,janitorial_cart,1,default,clean,everyday_world_common,32,8,50,68,1,1,bottom_center,approved,warning,0,,janitorial;cart;cleaning;mop;utility,source/generated/incoming/rastalr_reception_03_lobby_utilities.png,staging/pending/normalized/janitorial_cart_01.png,Production batch 04; bottom-left lobby-utilities sheet sprite.
laboratory_analyzer_01,laboratory_analyzer_01.png,laboratory,analytical_equipment,laboratory_analyzer,1,default,clean,hospital_only,32,8,60,54,2,1,bottom_center,approved,pass,0,,analyzer;laboratory;diagnostic;screen;samples;equipment,source/generated/incoming/pilot_batch_c_sheet.png,staging/pending/normalized/laboratory_analyzer_01.png,Pilot Batch C; approved top-right source-sheet sprite.
laboratory_autoclave_01,laboratory_autoclave_01.png,laboratory,sterilization,laboratory_autoclave,1,default,clean,hospital_only,32,8,64,52,1,1,bottom_center,approved,pass,0,,laboratory;autoclave;sterilization,source/generated/incoming/rastalr_laboratory_03_specialized_support.png,staging/pending/normalized/laboratory_autoclave_01.png,Batch 09 final laboratory sheet.
laboratory_biosafety_cabinet_01,laboratory_biosafety_cabinet_01.png,laboratory,biosafety,laboratory_biosafety_cabinet,1,default,clean,hospital_only,32,8,58,61,2,1,bottom_center,approved,pass,0,,laboratory;biosafety;cabinet;sample_handling,source/generated/incoming/rastalr_laboratory_01_core_lab_equipment.png,staging/pending/normalized/laboratory_biosafety_cabinet_01.png,Batch 09 final laboratory sheet; standalone cabinet.
laboratory_biosample_cart_01,laboratory_biosample_cart_01.png,laboratory,sample_transport,laboratory_biosample_cart,1,default,clean,hospital_only,32,8,61,69,1,1,bottom_center,approved,pass,0,,laboratory;biosample;cart;sample_transport,source/generated/incoming/rastalr_laboratory_02_sample_processing.png,staging/pending/normalized/laboratory_biosample_cart_01.png,Batch 09 final laboratory sheet.
laboratory_centrifuge_01,laboratory_centrifuge_01.png,laboratory,centrifugation,laboratory_centrifuge,1,default,clean,hospital_only,32,8,49,53,1,1,bottom_center,approved,pass,0,,laboratory;centrifuge;sample_processing,source/generated/incoming/rastalr_laboratory_01_core_lab_equipment.png,staging/pending/normalized/laboratory_centrifuge_01.png,Batch 09 final laboratory sheet.
laboratory_fume_hood_01,laboratory_fume_hood_01.png,laboratory,ventilation,laboratory_fume_hood,1,default,clean,hospital_only,32,8,62,69,2,1,bottom_center,approved,warning,0,,laboratory;fume_hood;ventilation;chemical,source/generated/incoming/rastalr_laboratory_03_specialized_support.png,staging/pending/normalized/laboratory_fume_hood_01.png,Batch 09 final laboratory sheet; distinct from biosafety cabinet.
laboratory_handwash_sink_01,laboratory_handwash_sink_01.png,laboratory,hygiene,laboratory_handwash_sink,1,default,clean,everyday_world_common,32,8,58,62,2,1,bottom_center,approved,pass,0,,sink;handwash;hygiene;laboratory,source/generated/incoming/rastalr_laboratory_03_specialized_support.png,staging/pending/normalized/laboratory_handwash_sink_01.png,Batch 09 final laboratory sheet; dedicated hygiene station.
laboratory_incubator_01,laboratory_incubator_01.png,laboratory,incubation,laboratory_incubator,1,default,clean,hospital_only,32,8,47,58,1,1,bottom_center,approved,pass,0,,laboratory;incubator;biological_samples,source/generated/incoming/rastalr_laboratory_01_core_lab_equipment.png,staging/pending/normalized/laboratory_incubator_01.png,Batch 09 final laboratory sheet.
laboratory_micropipette_station_01,laboratory_micropipette_station_01.png,laboratory,bench_equipment,laboratory_micropipette_station,1,default,clean,hospital_only,32,8,60,52,1,1,bottom_center,approved,pass,0,,laboratory;micropipette;sample_preparation,source/generated/incoming/rastalr_laboratory_02_sample_processing.png,staging/pending/normalized/laboratory_micropipette_station_01.png,Batch 09 final laboratory sheet.
laboratory_microscope_01,laboratory_microscope_01.png,laboratory,optical_equipment,laboratory_microscope,1,default,clean,hospital_only,32,8,37,58,1,1,bottom_center,approved,pass,0,,microscope;laboratory;optical;analysis;bench_equipment,source/generated/incoming/pilot_batch_c_sheet.png,staging/pending/normalized/laboratory_microscope_01.png,Pilot Batch C; approved top-middle source-sheet sprite.
laboratory_refrigerator_01,laboratory_refrigerator_01.png,laboratory,cold_storage,laboratory_refrigerator,1,default,clean,hospital_only,32,8,44,68,1,1,bottom_center,approved,pass,0,,laboratory;refrigerator;cold_storage,source/generated/incoming/rastalr_laboratory_01_core_lab_equipment.png,staging/pending/normalized/laboratory_refrigerator_01.png,Batch 09 final laboratory sheet.
laboratory_vortex_mixer_01,laboratory_vortex_mixer_01.png,laboratory,sample_processing,laboratory_vortex_mixer,1,default,clean,hospital_only,32,8,46,51,1,1,bottom_center,approved,pass,0,,laboratory;vortex;mixer;sample_processing,source/generated/incoming/rastalr_laboratory_02_sample_processing.png,staging/pending/normalized/laboratory_vortex_mixer_01.png,Batch 09 final laboratory sheet.
laboratory_workbench_01,laboratory_workbench_01.png,laboratory,workstations,laboratory_workbench,1,default,clean,hospital_only,32,8,67,58,2,1,bottom_center,approved,pass,0,,laboratory;workbench;sink;workstation,source/generated/incoming/rastalr_laboratory_01_core_lab_equipment.png,staging/pending/normalized/laboratory_workbench_01.png,Batch 09 final laboratory sheet; modular standalone workbench.
linen_hamper_01,linen_hamper_01.png,patient_rooms,ward_accessories,linen_hamper,1,default,clean,everyday_world_common,32,8,47,58,1,1,bottom_center,approved,pass,0,,linen;hamper;laundry;ward;wheels,source/generated/incoming/rastalr_prod_04_ward_monitoring_accessories.png,staging/pending/normalized/linen_hamper_01.png,Production batch 02; bottom-left ward-accessories sheet sprite.
lobby_plant_01,lobby_plant_01.png,reception,decor,lobby_plant,1,default,clean,everyday_world_common,32,8,42,59,1,1,bottom_center,approved,warning,0,,lobby;plant;decor;planter;greenery,source/generated/incoming/rastalr_reception_03_lobby_utilities.png,staging/pending/normalized/lobby_plant_01.png,Production batch 04; top-left lobby-utilities sheet sprite.
locked_medication_cart_01,locked_medication_cart_01.png,pharmacy,secure_distribution,locked_medication_cart,1,default,clean,hospital_only,32,8,54,59,1,1,bottom_center,approved,warning,0,,pharmacy;locked;medication;cart;secure,source/generated/incoming/rastalr_pharmacy_03_distribution_support.png,staging/pending/normalized/locked_medication_cart_01.png,Batch 10 final pharmacy sheet.
mammography_unit_01,mammography_unit_01.png,radiology,mammography,mammography_unit,1,default,clean,hospital_only,32,8,37,59,1,1,bottom_center,approved,pass,0,,mammography;imaging,source/generated/incoming/rastalr_radiology_01_core_imaging.png,staging/pending/normalized/mammography_unit_01.png,Batch 08.
mayo_stand_01,mayo_stand_01.png,surgery,instruments,mayo_stand,1,default,clean,hospital_only,32,8,42,56,1,1,bottom_center,approved,warning,0,,mayo;stand;surgical;tray;sterile;wheels,source/generated/incoming/rastalr_surgery_01_operating_room_core.png,staging/pending/normalized/mayo_stand_01.png,Production batch 06; bottom-center operating-room-core sprite.
meal_tray_01,meal_tray_01.png,inventory_ui,meal_items,meal_tray,1,default,clean,everyday_world_common,32,8,67,42,1,1,center,approved,pass,0,,meal;tray;food;patient;inventory;cafeteria,source/generated/incoming/rastalr_prod_04_ward_monitoring_accessories.png,staging/pending/normalized/meal_tray_01.png,Production batch 02; bottom-right ward-accessories sheet sprite.
medical_cart_base_01,medical_cart_base_01.png,examination,mobile_equipment,medical_cart_base,1,default,clean,hospital_only,32,8,39,50,1,1,bottom_center,approved,pass,0,,cart;medical;mobile;drawers;wheels;equipment,source/generated/incoming/pilot_batch_a_sheet.png,staging/pending/normalized/medical_cart_base_01.png,Pilot Batch A; bottom-center source-sheet sprite.
medical_inventory_first_aid_kit_01,medical_inventory_first_aid_kit_01.png,inventory_ui,medical_inventory,medical_inventory_first_aid_kit,1,default,clean,everyday_world_common,32,8,58,45,1,1,center,approved,pass,0,,inventory;medical;first_aid;kit;ui;icon,source/generated/incoming/pilot_batch_c2_corrections_sheet.png,staging/pending/normalized/medical_inventory_first_aid_kit_01.png,Pilot Batch C2 replacement; approved right source-sheet sprite.
medical_stool_01,medical_stool_01.png,examination,clinical_seating,medical_stool,1,default,clean,hospital_only,32,8,36,45,1,1,bottom_center,approved,pass,0,,stool;clinical;seating;wheels;examination,source/generated/incoming/pilot_batch_a_sheet.png,staging/pending/normalized/medical_stool_01.png,Pilot Batch A; bottom-left source-sheet sprite.
medication_delivery_cart_01,medication_delivery_cart_01.png,pharmacy,medication_distribution,medication_delivery_cart,1,default,clean,hospital_only,32,8,56,62,1,1,bottom_center,approved,pass,0,,pharmacy;medication;delivery;cart;distribution,source/generated/incoming/rastalr_pharmacy_03_distribution_support.png,staging/pending/normalized/medication_delivery_cart_01.png,Batch 10 final pharmacy sheet.
medication_pickup_counter_01,medication_pickup_counter_01.png,pharmacy,pickup_dispensing,medication_pickup_counter,1,default,clean,hospital_only,32,8,67,60,2,1,bottom_center,approved,warning,0,,pharmacy;medication;pickup;counter;dispensing,source/generated/incoming/rastalr_pharmacy_03_distribution_support.png,staging/pending/normalized/medication_pickup_counter_01.png,Batch 10 final pharmacy sheet.
medication_sorting_tray_station_01,medication_sorting_tray_station_01.png,pharmacy,medication_sorting,medication_sorting_tray_station,1,default,clean,hospital_only,32,8,57,56,2,1,bottom_center,approved,pass,0,,pharmacy;medication;sorting;tray;mobile,source/generated/incoming/rastalr_pharmacy_02_preparation_packaging.png,staging/pending/normalized/medication_sorting_tray_station_01.png,Batch 10 final pharmacy sheet.
mobile_oxygen_air_manifold_01,mobile_oxygen_air_manifold_01.png,icu,oxygen,mobile_oxygen_air_manifold,1,default,clean,hospital_only,32,8,47,66,1,1,bottom_center,approved,pass,0,,icu;oxygen;air;manifold;cylinders;wheels,source/generated/incoming/rastalr_icu_02_respiratory_support.png,staging/pending/normalized/mobile_oxygen_air_manifold_01.png,Production batch 05; top-right respiratory-support sheet sprite.
mobile_radiation_shield_01,mobile_radiation_shield_01.png,radiology,radiation_protection,mobile_radiation_shield,1,default,clean,hospital_only,32,8,44,57,1,1,bottom_center,approved,warning,0,,radiation;shield;mobile,source/generated/incoming/rastalr_radiology_02_room_support.png,staging/pending/normalized/mobile_radiation_shield_01.png,Batch 08.
mri_ferromagnetic_screening_station_01,mri_ferromagnetic_screening_station_01.png,radiology,mri_safety,mri_ferromagnetic_screening_station,1,default,clean,hospital_only,32,8,60,51,1,1,bottom_center,approved,pass,0,,mri;safety;screening,source/generated/incoming/rastalr_radiology_03_specialized_imaging.png,staging/pending/normalized/mri_ferromagnetic_screening_station_01.png,Batch 08.
mri_safe_equipment_cart_01,mri_safe_equipment_cart_01.png,radiology,modality_support,mri_safe_equipment_cart,1,default,clean,hospital_only,32,8,56,58,1,1,bottom_center,approved,pass,0,,mri;safe;equipment;cart,source/generated/incoming/rastalr_radiology_03_specialized_imaging.png,staging/pending/normalized/mri_safe_equipment_cart_01.png,Batch 08.
mri_scanner_01,mri_scanner_01.png,radiology,diagnostic_imaging,mri_scanner,1,default,clean,hospital_only,32,8,58,60,2,2,bottom_center,approved,pass,0,,mri;scanner;radiology;diagnostic;imaging;large_equipment,source/generated/incoming/pilot_batch_b_sheet.png,staging/pending/normalized/mri_scanner_01.png,Pilot Batch B; bottom-right source-sheet sprite.
nuclear_medicine_gamma_camera_01,nuclear_medicine_gamma_camera_01.png,radiology,nuclear_medicine,nuclear_medicine_gamma_camera,1,default,clean,hospital_only,32,8,56,47,2,1,bottom_center,approved,warning,0,,nuclear;medicine;gamma_camera,source/generated/incoming/rastalr_radiology_03_specialized_imaging.png,staging/pending/normalized/nuclear_medicine_gamma_camera_01.png,Batch 08.
nurse_call_panel_01,nurse_call_panel_01.png,patient_rooms,ward_accessories,nurse_call_panel,1,default,clean,hospital_only,32,8,42,50,1,1,wall_center,approved,pass,0,,nurse_call;wall;panel;patient_room;communication,source/generated/incoming/rastalr_prod_04_ward_monitoring_accessories.png,staging/pending/normalized/nurse_call_panel_01.png,Production batch 02; top-center ward-accessories sheet sprite.
operating_table_01,operating_table_01.png,surgery,operating_tables,operating_table,1,default,clean,hospital_only,32,8,71,50,2,1,bottom_center,approved,warning,0,,operating;table;surgery;or;wheels,source/generated/incoming/rastalr_surgery_01_operating_room_core.png,staging/pending/normalized/operating_table_01.png,Production batch 06; top-left operating-room-core sprite.
operating_table_raised_01,operating_table_raised_01.png,surgery,operating_tables,operating_table_raised,1,default,clean,hospital_only,32,8,61,66,2,1,bottom_center,approved,pass,0,,operating;table;raised;surgery;or;wheels,source/generated/incoming/rastalr_surgery_01_operating_room_core.png,staging/pending/normalized/operating_table_raised_01.png,Production batch 06; top-center operating-room-core sprite.
otoscope_ophthalmoscope_unit_01,otoscope_ophthalmoscope_unit_01.png,examination,diagnostics,otoscope_ophthalmoscope_unit,1,default,clean,hospital_only,32,8,36,62,1,1,bottom_center,approved,pass,0,,otoscope;ophthalmoscope;diagnostic;mobile;wheels,source/generated/incoming/rastalr_exam_02_diagnostics.png,staging/pending/normalized/otoscope_ophthalmoscope_unit_01.png,Production batch 03; top-right diagnostics sheet sprite.
overbed_table_01,overbed_table_01.png,patient_rooms,patient_furniture,overbed_table,1,default,clean,hospital_only,32,8,62,59,2,1,bottom_center,approved,pass,0,,table;overbed;patient_room;adjustable;wheels,source/generated/incoming/rastalr_prod_02_bedside_furniture.png,staging/pending/normalized/overbed_table_01.png,Production batch 01; top-right bedside-furniture sheet sprite.
oxygen_concentrator_01,oxygen_concentrator_01.png,patient_rooms,patient_support,oxygen_concentrator,1,default,clean,hospital_only,32,8,39,53,1,1,bottom_center,approved,pass,0,,oxygen;concentrator;patient_support;wheels;medical_gas,source/generated/incoming/rastalr_prod_05_privacy_storage_support.png,staging/pending/normalized/oxygen_concentrator_01.png,Production batch 02; bottom-center privacy-storage-support sheet sprite.
oxygen_cylinder_mobile_01,oxygen_cylinder_mobile_01.png,patient_rooms,patient_support,oxygen_cylinder_mobile,1,default,clean,hospital_only,32,8,32,54,1,1,bottom_center,approved,pass,0,,oxygen;cylinder;mobile;patient_support;wheels;medical_gas,source/generated/incoming/rastalr_prod_03_privacy_support.png,staging/pending/normalized/oxygen_cylinder_mobile_01.png,Production batch 01; bottom-center privacy-support sheet sprite.
paper_roll_holder_01,paper_roll_holder_01.png,examination,patient_support,paper_roll_holder,1,default,clean,hospital_only,32,8,60,34,1,1,wall_center,approved,pass,0,,paper_roll;holder;wall;exam_room;patient_support,source/generated/incoming/rastalr_exam_03_storage_support.png,staging/pending/normalized/paper_roll_holder_01.png,Production batch 03; bottom-center storage-support sheet sprite.
patient_chair_exam_room_01,patient_chair_exam_room_01.png,examination,seating,patient_chair_exam_room,1,default,clean,everyday_world_common,32,8,46,52,1,1,bottom_center,approved,pass,0,,patient;chair;exam_room;seating;teal,source/generated/incoming/rastalr_exam_01_furniture.png,staging/pending/normalized/patient_chair_exam_room_01.png,Production batch 03; bottom-left furniture sheet sprite.
patient_monitor_bedside_compact_01,patient_monitor_bedside_compact_01.png,patient_rooms,ward_accessories,patient_monitor_bedside_compact,1,default,clean,hospital_only,32,8,39,61,1,1,bottom_center,approved,pass,0,,monitor;patient;bedside;compact;vitals;wheels,source/generated/incoming/rastalr_prod_04_ward_monitoring_accessories.png,staging/pending/normalized/patient_monitor_bedside_compact_01.png,Production batch 02; top-left ward-accessories sheet sprite.
patient_monitor_floor_01,patient_monitor_floor_01.png,icu,patient_monitoring,patient_monitor_floor,1,default,clean,hospital_only,32,8,40,63,1,1,bottom_center,approved,pass,0,,monitor;patient;floor;icu;screen;wheels,source/generated/incoming/pilot_batch_b_sheet.png,staging/pending/normalized/patient_monitor_floor_01.png,Pilot Batch B; top-left source-sheet sprite.
patient_monitor_wall_01,patient_monitor_wall_01.png,patient_rooms,patient_support,patient_monitor_wall,1,default,clean,hospital_only,32,8,46,56,1,1,wall_center,approved,pass,0,,monitor;patient;wall;screen;patient_support;vitals,source/generated/incoming/rastalr_prod_03_privacy_support.png,staging/pending/normalized/patient_monitor_wall_01.png,Production batch 01; bottom-right privacy-support sheet sprite.
patient_room_wardrobe_01,patient_room_wardrobe_01.png,patient_rooms,room_furniture,patient_room_wardrobe,1,default,clean,everyday_world_common,32,8,49,65,1,2,bottom_center,approved,pass,0,,wardrobe;storage;furniture;patient_room;cabinet,source/generated/incoming/rastalr_prod_02_bedside_furniture.png,staging/pending/normalized/patient_room_wardrobe_01.png,Production batch 01; bottom-left bedside-furniture sheet sprite.
patient_room_waste_bin_01,patient_room_waste_bin_01.png,patient_rooms,ward_accessories,patient_room_waste_bin,1,default,clean,everyday_world_common,32,8,35,51,1,1,bottom_center,approved,pass,0,,waste_bin;patient_room;pedal_bin;ward;utility,source/generated/incoming/rastalr_prod_04_ward_monitoring_accessories.png,staging/pending/normalized/patient_room_waste_bin_01.png,Production batch 02; bottom-center ward-accessories sheet sprite.
patient_scale_01,patient_scale_01.png,examination,diagnostics,patient_scale,1,default,clean,hospital_only,32,8,34,63,1,1,bottom_center,approved,pass,0,,patient;scale;diagnostic;weight;measurement,source/generated/incoming/rastalr_exam_02_diagnostics.png,staging/pending/normalized/patient_scale_01.png,Production batch 03; top-center-left diagnostics sheet sprite.
patient_storage_cabinet_01,patient_storage_cabinet_01.png,patient_rooms,room_furniture,patient_storage_cabinet,1,default,clean,everyday_world_common,32,8,44,65,1,2,bottom_center,approved,pass,0,,storage;cabinet;patient_room;clean;furniture,source/generated/incoming/rastalr_prod_05_privacy_storage_support.png,staging/pending/normalized/patient_storage_cabinet_01.png,Production batch 02; top-right privacy-storage-support sheet sprite.
patient_warming_unit_01,patient_warming_unit_01.png,surgery,patient_warming,patient_warming_unit,1,default,clean,hospital_only,32,8,47,57,1,1,bottom_center,approved,warning,0,,patient;warming;unit;surgery;wheels,source/generated/incoming/rastalr_surgery_03_specialized_or_support.png,staging/pending/normalized/patient_warming_unit_01.png,Production batch 06; top-center specialized-or-support sprite.
pcr_thermal_cycler_01,pcr_thermal_cycler_01.png,laboratory,molecular_diagnostics,pcr_thermal_cycler,1,default,clean,hospital_only,32,8,52,58,1,1,bottom_center,approved,pass,0,,laboratory;pcr;thermal_cycler;molecular_diagnostics,source/generated/incoming/rastalr_laboratory_02_sample_processing.png,staging/pending/normalized/pcr_thermal_cycler_01.png,Batch 09 final laboratory sheet.
pet_ct_scanner_01,pet_ct_scanner_01.png,radiology,pet_ct,pet_ct_scanner,1,default,clean,hospital_only,32,8,60,55,2,2,bottom_center,approved,warning,0,,pet;ct;scanner,source/generated/incoming/rastalr_radiology_03_specialized_imaging.png,staging/pending/normalized/pet_ct_scanner_01.png,Batch 08.
pharmacy_clean_bench_01,pharmacy_clean_bench_01.png,pharmacy,sterile_compounding,pharmacy_clean_bench,1,default,clean,hospital_only,32,8,60,66,2,1,bottom_center,approved,warning,0,,pharmacy;clean_bench;sterile;iv_compounding,source/generated/incoming/rastalr_pharmacy_02_preparation_packaging.png,staging/pending/normalized/pharmacy_clean_bench_01.png,Batch 10 final pharmacy sheet.
pharmacy_compounding_workstation_01,pharmacy_compounding_workstation_01.png,pharmacy,compounding,pharmacy_compounding_workstation,1,default,clean,hospital_only,32,8,65,64,2,1,bottom_center,approved,pass,0,,pharmacy;compounding;workstation;medication,source/generated/incoming/rastalr_pharmacy_02_preparation_packaging.png,staging/pending/normalized/pharmacy_compounding_workstation_01.png,Batch 10 final pharmacy sheet; standalone workstation.
